,text,answer_start,q_idx
24210,1880년,27,6489372-7-0
24211,"90,000명",546,6489372-7-1
24212,팬,585,6489372-7-2
24213,테일러 보고서,399,6489378-7-0
24214,"52,354명",660,6489378-7-1
24215,1998년부터 2000년까지,627,6028842-7-0
24216,"52,354명",660,6028842-7-1
24217,뉴캐슬 레인저스,33,6028842-7-2
24218,툰 울트라스,190,6489372-8-0
24219,구장 명명권,424,6489372-8-1
24220,데릭 램바이어스,758,6489372-8-2
24221,스포츠 다이렉트 아레나,589,6489378-8-0
24222,세인트 제임스 파크,899,6489378-8-1
24223,마이크 애슐리,368,6028842-8-0
24224,‘스포츠 다이렉트 아레나’,588,6028842-8-1
24225,2012년,825,6028842-8-2
24226,영국 협동조합은행,6,6489372-9-0
24227,3번째,435,6489372-9-1
24228,"49,935명",405,6489378-9-0
24229,"43,388명",332,6489378-9-1
24230,뉴캐슬 유나이티드,25,6028842-9-0
24231,3번째,435,6028842-9-1
24232,"43,388명",332,6028842-9-2
24233,앨런 시어러,0,6489372-10-0
24234,49년,123,6489372-10-1
24235,휴이 갤러처,285,6489372-10-2
24236,앨런 시어러,0,6489378-10-0
24237,휴이 갤러처,285,6489378-10-1
24238,206골,24,6028842-10-0
24239,앨런 시어러,0,6028842-10-1
24240,앤디 콜,334,6028842-10-2
24241,브라질,0,5971970-0-0
24242,5년,254,5971970-0-1
24243,폴란드,45,5971970-0-2
24244,브라질,0,6476966-0-0
24245,로마,337,6476966-0-1
24246,에이토르 다 시우바 코스타,10,6476984-0-0
24247,폴 란도프스키,58,6476984-0-1
24248,5년,254,6476984-0-2
24249,2007년 7월 7일,0,5971970-1-0
24250,그리스도상에 투표하자,90,5971970-1-1
24251,루이스 이나시우 룰라 다 시우바,254,5971970-1-2
24252,헤지 글로부,129,6476966-1-0
24253,스위스,12,6476966-1-1
24254,세계 7대 불가사의,45,6476984-1-0
24255,2007년,0,6476984-1-1
24256,경상남도 남해군,0,6543926-0-0
24257,신림고등학교,112,6543926-0-1
24258,김영태,309,6543926-0-2
24259,경상남도 남해군,0,6543951-0-0
24260,배구 선수,61,6543951-0-1
24261,남서울중학교,98,6543951-0-2
24262,178㎝,491,5835685-0-0
24263,윤성빈,230,5835685-0-1
24264,김영태,0,6543926-1-0
24265,강광배,40,6543926-1-1
24266,2012년,333,6543926-1-2
24267,2012년,333,6543951-1-0
24268,한국체육대학교,354,6543951-1-1
24269,강광배,40,5835685-1-0
24270,2012년,333,5835685-1-1
24271,2012년 9월,51,6543926-2-0
24272,16위,212,6543926-2-1
24273,2016년 세계 선수권,283,6543926-2-2
24274,2012년 9월,51,6543951-2-0
24275,은메달,163,6543951-2-1
24276,윤성빈,90,5835685-2-0
24277,2016년,283,5835685-2-1
24278,Jubel GmbH,253,5900123-0-0
24279,"부동산 사업, 유치원 운영",12,5900123-0-1
24280,1985년,62,5900123-0-2
24281,1980년대 이후,0,6560137-0-0
24282,1985년 9월,62,6560137-0-1
24283,Jubel GmbH,253,6560137-0-2
24284,Jubel GmbH,253,6560143-0-0
24285,1988년,294,6560143-0-1
24286,얀슨,353,6560143-0-2
24287,베이징 올림픽,157,5822260-0-0
24288,마이클 존슨,303,5822260-0-1
24289,뉴욕,17,6526277-0-0
24290,세계 기록,365,6526277-0-1
24291,9초 72,65,6526284-0-0
24292,9초 69,178,6526284-0-1
24293,19.30,340,6526284-0-2
24294,7만 7000 km,113,5885698-0-0
24295,트빌리시,206,5885698-0-1
24296,조지아,0,6595129-0-0
24297,트빌리시,206,6595129-0-1
24298,1991년 4월 9일,272,6595129-0-2
24299,트빌리시,206,6595159-0-0
24300,1991년,272,6595159-0-1
24301,이오시프 스탈린,118,5885698-1-0
24302,"그루지야, 아르메니아, 아제르바이잔",395,5885698-1-1
24303,이오시프 스탈린,118,6595129-1-0
24304,1917년,130,6595129-1-1
24305,시베리아 강제수용소,355,6595129-1-2
24306,철의 남자,107,6595159-1-0
24307,붉은 군대,230,6595159-1-1
24308,시베리아 강제수용소,355,6595159-1-2
24309,1991년,550,5885698-2-0
24310,1990년,419,5885698-2-1
24311,1991년 4월 9일,516,6595129-2-0
24312,소련 외무장관,128,6595129-2-1
24313,1990년,419,6595129-2-2
24314,에두아르드 셰바르드나제,139,6595159-2-0
24315,고르바초프 시대,251,6595159-2-1
24316,트빌리시,341,6595159-2-2
24317,즈비아드 감사후르디아,20,5885698-3-0
24318,셰바르드나제,185,5885698-3-1
24319,즈비아드 감사후르디아,20,6595129-3-0
24320,1995년,193,6595129-3-1
24321,장미 혁명,316,6595129-3-2
24322,즈비아드 감사후르디아,20,6595159-3-0
24323,1995년,193,6595159-3-1
24324,장미 혁명,316,6595159-3-2
24325,니카라과,378,5885698-4-0
24326,의원내각제형태,619,5885698-4-1
24327,2008년 8월 30일,71,6595129-4-0
24328,2008년 11월 29일,426,6595129-4-1
24329,외교관계,96,6595159-4-0
24330,의원내각제형태,619,6595159-4-1
24331,국토의 38%를 차지,290,5885698-5-0
24332,터키,69,5885698-5-1
24333,100여종,304,6595129-5-0
24334,소 캅카스 산맥,107,6595129-5-1
24335,캅카스 산맥,13,6595159-5-0
24336,38%,294,6595159-5-1
24337,160여종,347,6595159-5-2
24338,철학적 토스트,131,5885698-6-0
24339,중국,334,5885698-6-1
24340,중국,334,6595129-6-0
24341,음식,127,6595129-6-1
24342,철학적 토스트,131,6595159-6-0
24343,동부 산악지 대 조지아,216,6595159-6-1
24344,Under My Skin,198,6465605-0-0
24345,Girlfriend,352,6465605-0-1
24346,Goodbye Lullaby,459,6465605-0-2
24347,Let Go,0,6523479-0-0
24348,라빈,183,6523479-0-1
24349,Under My Skin,198,6523479-0-2
24350,Under My Skin,198,6540729-0-0
24351,2004년,213,6540729-0-1
24352,The Best Damn Thing,301,6540729-0-2
24353,17세,54,6465605-1-0
24354,쿼드러플 플래티넘 인증,302,6465605-1-1
24355,Quinte Spirit,11,6523479-1-0
24356,17세,54,6523479-1-1
24357,Let Go,96,6523479-1-2
24358,1999년,0,6540729-1-0
24359,2002년 6월 4일,69,6540729-1-1
24360,17세,54,6540729-1-2
24361,도슨의 청춘일기,115,6465605-2-0
24362,최우수 신인 아티스트상,353,6465605-2-1
24363,캐나다,40,6523479-2-0
24364,Complicated,11,6523479-2-1
24365,도슨의 청춘일기,115,6523479-2-2
24366,최우수 신인 아티스트상,353,6540729-2-0
24367,오스트레일리아,83,6540729-2-1
24368,8위,725,6465605-3-0
24369,12위,761,6465605-3-1
24370,The Best Damn Thing,15,6523479-3-0
24371,Girlfriend,251,6523479-3-1
24372,포브스,697,6523479-3-2
24373,The Best Damn Thing,15,6540729-3-0
24374,2007년 4월 17일,36,6540729-3-1
24375,라임병,331,6465605-4-0
24376,라임병,528,6465605-4-1
24377,라임병,331,6523479-4-0
24378,Fly,417,6523479-4-1
24379,2015년,436,6523479-4-2
24380,Babysitter's Black Book,262,6540729-4-0
24381,2015년 4월 16일,386,6540729-4-1
24382,2015년 4월 17일,436,6540729-4-2
24383,데릭 위블리,13,6465605-5-0
24384,2009년,40,6465605-5-1
24385,데릭 위블리,13,6523479-5-0
24386,2007년,0,6523479-5-1
24387,2009년,40,6523479-5-2
24388,데릭 위블리,13,6540729-5-0
24389,2009년 9월 17일,40,6540729-5-1
24390,2015년 9월 2일,626,6540729-5-2
24391,황색,353,6547255-0-0
24392,1999년,365,6547255-0-1
24393,1997년부터,51,6457454-0-0
24394,1999년 4월,365,6457454-0-1
24395,같은 해 12월,66,6457454-0-2
24396,1997년,51,6585019-0-0
24397,황색,353,6585019-0-1
24398,2004년 3월 13일,465,6585019-0-2
24399,하마,450,6547255-1-0
24400,대출력 모터,211,6547255-1-1
24401,HID 램프,473,6457454-1-0
24402,하마,450,6457454-1-1
24403,알루미늄 합금 압출형재,297,6457454-1-2
24404,하마,450,6585019-1-0
24405,가변전압 가변주파수,85,6585019-1-1
24406,알루미늄 합금 압출형재,297,6585019-1-2
24407,E5계,142,6547255-2-0
24408,2014년,421,6547255-2-1
24409,2001년부터,0,6457454-2-0
24410,2003년 9월,74,6457454-2-1
24411,2014년,421,6457454-2-2
24412,2001년,0,6585019-2-0
24413,센다이 이북 구간,109,6585019-2-1
24414,2014년,421,6585019-2-2
24415,북서쪽,18,5942902-0-0
24416,드보락 분류법,489,5942902-0-1
24417,9월 10일,121,6571170-0-0
24418,902 hPa,598,6571170-0-1
24419,북쪽,75,5942902-1-0
24420,비구름이 몰려와 많은 비가 뿌려지게 되었다.,278,5942902-1-1
24421,미국 캘리포니아 주 남부,84,6571170-1-0
24422,9월 15일,350,6571170-1-1
24423,NHC,43,5942902-2-0
24424,엘니뇨,203,5942902-2-1
24425,길레모,428,5942902-2-2
24426,길레모,428,6571170-2-0
24427,허리케인 노라,486,6571170-2-1
24428,모래주머니를 준비하기 시작했다.,373,5942902-3-0
24429,허리케인을 과장해 보도하지 말아달라고 부탁했다.,248,5942902-3-1
24430,캘리포니아 주 남부,39,6571170-3-0
24431,1939년,108,6571170-3-1
24432,5명,103,6571170-4-0
24433,77채,319,6571170-4-1
24434,군사용 차량,64,6480804-0-0
24435,보병전투차,216,6480804-0-1
24436,M113,307,6480804-0-2
24437,M113,307,6377400-0-0
24438,MT-LB,319,6377400-0-1
24439,기갑전투차량,0,6601719-0-0
24440,M113,307,6601719-0-1
24441,M3 하프트랙,436,6480804-1-0
24442,영국,177,6480804-1-1
24443,오픈탑 형식,410,6480804-1-2
24444,영국,177,6377400-1-0
24445,M3 하프트랙,436,6377400-1-1
24446,보병전투차,0,6601719-1-0
24447,영국,177,6601719-1-1
24448,소련,10,6480804-2-0
24449,영국과 미국,207,6480804-2-1
24450,미국-이라크 전쟁,316,6480804-2-2
24451,BMP-1,22,6377400-2-0
24452,마더 보병전투차,42,6377400-2-1
24453,BMP-1,22,6601719-2-0
24454,마더,42,6601719-2-1
24455,총안구,38,6480804-3-0
24456,경전차 수준,280,6480804-3-1
24457,30mm,380,6480804-3-2
24458,총안구,38,6377400-3-0
24459,30mm,440,6377400-3-1
24460,BMP-3,408,6601719-3-0
24461,총안구,38,6601719-3-1
24462,장갑 방어력,144,6480804-4-0
24463,오픈탑 방식,290,6480804-4-1
24464,염가형,403,6480804-4-2
24465,M109,203,6377400-4-0
24466,군사비 삭감,359,6377400-4-1
24467,M109,203,6601719-4-0
24468,오픈탑,290,6601719-4-1
24469,1926년과 1943년,353,6546972-0-0
24470,1908년,71,6546972-0-1
24471,JNC,27,6093147-0-0
24472,1908년,71,6093147-0-1
24473,제2차 세계 대전을 전후,189,6093147-0-2
24474,칫소,46,6580871-0-0
24475,1908년,71,6580871-0-1
24476,미나마타 시,63,6580871-0-2
24477,아세트알데히드,20,6546972-1-0
24478,수은,209,6546972-1-1
24479,1932년,13,6093147-1-0
24480,210톤,43,6093147-1-1
24481,6000톤,73,6093147-1-2
24482,1932년,13,6580871-1-0
24483,수은,209,6580871-1-1
24484,유기 수은 화합물,290,6580871-1-2
24485,이상질병대책위원회,326,6546972-2-0
24486,고양이 춤 병,621,6546972-2-1
24487,1956년 4월 21일,0,6093147-2-0
24488,8명,201,6093147-2-1
24489,미나마타 시,22,6580871-2-0
24490,경련 증상,80,6580871-2-1
24491,1956년,314,6580871-2-2
24492,1956년 8월 24일,13,6546972-3-0
24493,35%,406,6546972-3-1
24494,1956년 8월 24일,13,6093147-3-0
24495,40여 명,373,6093147-3-1
24496,14명,391,6093147-3-2
24497,구마모토 대학 연구팀,0,6580871-3-0
24498,대학 병원,81,6580871-3-1
24499,35%,406,6580871-3-2
24500,미나마타 만의 물고기와 갑각류,131,6546972-4-0
24501,11월 4일,276,6546972-4-1
24502,구마모토 대학의 연구원들,0,6093147-4-0
24503,미나마타 만의 물고기와 갑각류,131,6093147-4-1
24504,중금속 오염,298,6093147-4-2
24505,어촌,93,6580871-4-0
24506,물고기와 갑각류,139,6580871-4-1
24507,중금속 오염,298,6580871-4-2
24508,유기 수은 중독,326,6546972-5-0
24509,1957년과 1958년,146,6546972-5-1
24510,칫소 공장의 폐수,25,6093147-5-0
24511,중금속,78,6093147-5-1
24512,칫소 공장의 폐수,25,6580871-5-0
24513,1957년과 1958년,146,6580871-5-1
24514,망간,225,6580871-5-2
24515,1959년 2월,0,6546972-6-0
24516,705ppm,302,6546972-6-1
24517,2 kg,189,6093147-6-0
24518,수은 화합물,512,6093147-6-1
24519,1959년 2월,0,6580871-6-0
24520,2 kg,189,6580871-6-1
24521,유기 수은 화합물,509,6580871-6-2
24522,1958년 9월,193,6546972-7-0
24523,호소카와 하지메,411,6546972-7-1
24524,1958년 9월,193,6093147-7-0
24525,1958년 9월부터,193,6093147-7-1
24526,400마리,522,6093147-7-2
24527,칫소 공장,49,6580871-7-0
24528,폐수의 방출 경로,108,6580871-7-1
24529,1958년,193,6580871-7-2
24530,2천만 엔,414,6546972-8-0
24531,"1,500만 엔",449,6546972-8-1
24532,1908년,7,6093147-8-0
24533,미나마타,30,6093147-8-1
24534,미나마타 주위의 어업,30,6580871-8-0
24535,91%,155,6580871-8-1
24536,보상,251,6580871-8-2
24537,데라모토 히로사쿠,653,6546972-9-0
24538,10만 엔,763,6546972-9-1
24539,매년 10만 엔,760,6093147-9-0
24540,매년 3만 엔,778,6093147-9-1
24541,32만 엔,808,6093147-9-2
24542,구마모토 지역 어민 협동조합 동맹,89,6580871-9-0
24543,도쿄,207,6580871-9-1
24544,1천만 엔,266,6580871-9-2
24545,1959년 10월 21일,0,6546972-10-0
24546,요시오카 기이치,161,6546972-10-1
24547,1959년 12월 19일,105,6093147-10-0
24548,요시오카 기이치,161,6093147-10-1
24549,1959년 12월 19일,105,6580871-10-0
24550,요시오카 기이치,161,6580871-10-1
24551,"2,265명",16,6546972-11-0
24552,"1,784명",39,6546972-11-1
24553,"2,265명",16,6093147-11-0
24554,"1,784명",39,6093147-11-1
24555,"10,000명",58,6093147-11-2
24556,"2,265명",16,6580871-11-0
24557,"17,000명",385,6580871-11-1
24558,지역 사회,680,6580871-11-2
24559,유진 스미스(W. Eugene Smith)의 사진 에세이,32,6546972-12-0
24560,1978년,554,6546972-12-1
24561,유진 스미스,32,6093147-12-0
24562,1971년부터 1973년까지,85,6093147-12-1
24563,유진 스미스,32,6580871-12-0
24564,보상권 및 인식,412,6580871-12-1
24565,1978년,554,6580871-12-2
24566,원피스,58,6567535-0-0
24567,아카이누,396,6567535-0-1
24568,에이스,8,6567535-0-2
24569,스페이드 해적단,308,6220750-0-0
24570,해군대장 아카이누,391,6220750-0-1
24571,가프,483,6567535-1-0
24572,풍차마을,563,6567535-1-1
24573,골 D. 로저,7,6220750-1-0
24574,가프,483,6220750-1-1
24575,루피,18,6567535-2-0
24576,흰 수염,460,6567535-2-1
24577,임펠 다운,1208,6567535-2-2
24578,사보,65,6220750-2-0
24579,흰 수염 해적단,1434,6220750-2-1
24580,마샬 D. 티치,1091,6220750-2-2
24581,2003년,39,6488450-0-0
24582,"DMZ, 비무장지대",75,6488450-0-1
24583,인기가요,247,6488450-0-2
24584,2003년,39,6488457-0-0
24585,남장 내시 홍라온,306,6488457-0-1
24586,인기가요,247,6488457-0-2
24587,2003년,39,5999753-0-0
24588,"DMZ, 비무장지대",75,5999753-0-1
24589,KBS,362,5999753-0-2
24590,5세,40,6488450-1-0
24591,인생이여 고마워요,332,6488450-1-1
24592,윤현지,345,6488450-1-2
24593,5세,40,6488457-1-0
24594,2006년,285,6488457-1-1
24595,인생이여 고마워요,332,6488457-1-2
24596,크라운산도,26,5999753-1-0
24597,인생이여 고마워요,332,5999753-1-1
24598,윤현지,345,5999753-1-2
24599,해를 품은 달,96,6488450-2-0
24600,전라도,258,6488450-2-1
24601,투니버스,21,6488450-2-2
24602,40%,198,6488457-2-0
24603,전라도,258,6488457-2-1
24604,여진구,112,6488457-2-2
24605,퓨전 사극,89,5999753-2-0
24606,2012년,313,5999753-2-1
24607,메이퀸,233,5999753-2-2
24608,T.O.P,27,6488450-3-0
24609,우아한 거짓말,97,6488450-3-1
24610,신인여우상,221,6488450-3-2
24611,우아한 거짓말,97,6488457-3-0
24612,윤소희,599,6488457-3-1
24613,T.O.P,27,6488457-3-2
24614,추리소설 작가 서지담,456,5999753-3-0
24615,동창생,16,5999753-3-1
24616,우아한 거짓말,97,5999753-3-2
24617,차태현,36,6488450-4-0
24618,타이완,238,6488450-4-1
24619,싸이더스HQ,408,6488450-4-2
24620,스컬리,125,6488457-4-0
24621,타이완,238,6488457-4-1
24622,싸이더스HQ,408,6488457-4-2
24623,2017년 2월 4일 타이완의 타이베이,226,5999753-4-0
24624,싸이더스HQ,408,5999753-4-1
24625,9월 23일,311,5999753-4-2
24626,이낙연 국무총리,0,6414168-0-0
24627,김부겸 행정안전부 장관,310,6414168-0-1
24628,범정부사고수습본부,133,6505707-0-0
24629,김부겸,310,6505707-0-1
24630,오전 9시,324,6505708-0-0
24631,헬기,331,6505708-0-1
24632,제천,0,6414168-1-0
24633,국민의당은,55,6414168-1-1
24634,홍준표,379,6414168-1-2
24635,김성태,202,6505707-1-0
24636,장제원,104,6505707-1-1
24637,문재인,285,6505708-1-0
24638,스포츠센터 화재,3,6505708-1-1
24639,2018년 1월 26,0,6414168-2-0
24640,2018년 2월 10일,142,6414168-2-1
24641,2018년 1월 26일,0,6505707-2-0
24642,손경철,185,6505707-2-1
24643,2018년 2월 23일,225,6505708-2-0
24644,"약 3,000만원",398,6414168-3-0
24645,4명,502,6414168-3-1
24646,위계공무집행방해,131,6505707-3-0
24647,"약 3,000만원",398,6505707-3-1
24648,4명을,502,6505707-3-2
24649,4명,691,6505708-3-0
24650,손경철,14,6505708-3-1
24651,인격의 평등,31,6511009-0-0
24652,농업,189,6511009-0-1
24653,인격의 평등,31,6511017-0-0
24654,농업 위주의 사회,236,6511017-0-1
24655,자유주의,98,6134247-0-0
24656,농업,189,6134247-0-1
24657,범인간적(凡人間的),154,6511009-1-0
24658,물질,309,6511009-1-1
24659,물질적 풍요,190,6511017-1-0
24660,범인간적(凡人間的),154,6511017-1-1
24661,물질적 풍요,190,6134247-1-0
24662,산업혁명,13,6134247-1-1
24663,빈부의 차이,33,6511009-2-0
24664,인격의 평등,306,6511009-2-1
24665,경제적,335,6511017-2-0
24666,빈부의 차이,33,6511017-2-1
24667,자본주의,3,6134247-2-0
24668,경제적 불평등,335,6134247-2-1
24669,18세기,31,6511009-3-0
24670,러시아혁명,274,6511009-3-1
24671,1917년,268,6511017-3-0
24672,여성,528,6511017-3-1
24673,프랑스혁명,156,6134247-3-0
24674,러시아혁명,274,6134247-3-1
24675,동학사상,52,6511009-4-0
24676,"사인여천,인내천",133,6511009-4-1
24677,6월민중항쟁,211,6511017-4-0
24678,"경제,군사",311,6511017-4-1
24679,동학사상,52,6134247-4-0
24680,법적 정치권력적 평등,373,6134247-4-1
24681,인간다운 세상,63,6511017-5-0
24682,악법과 굳어진 관습,276,6511017-5-1
24683,6월 28일 오전 8시,0,6477336-0-0
24684,오후 3시30분 경,61,6477336-0-1
24685,국민의당,129,6477344-0-0
24686,이준서,299,6477344-0-1
24687,SBS,313,6477344-0-2
24688,카카오톡,189,5972568-0-0
24689,주거지,46,5972568-0-1
24690,기자 간담회,142,5972568-0-2
24691,한힌샘,106,6553415-0-0
24692,윤여정,147,6553415-0-1
24693,김한길,307,6553415-0-2
24694,한힌샘,106,6553421-0-0
24695,1982년,0,6553421-0-1
24696,윤여정,147,5882502-0-0
24697,화개장터,362,5882502-0-1
24698,화개장터,429,5882502-0-2
24699,자니윤 쇼,24,6553415-1-0
24700,백은실,179,6553415-1-1
24701,체험 삶의 현장,142,6553415-1-2
24702,1989년,0,6553421-1-0
24703,윤여정,162,6553421-1-1
24704,조은지,191,6553421-1-2
24705,자니윤 쇼,24,5882502-1-0
24706,백은실,179,5882502-1-1
24707,우왕,272,5820287-0-0
24708,주화파,383,5820287-0-1
24709,우왕,272,6525876-0-0
24710,주전파,457,6525876-0-1
24711,요동,42,6525876-0-2
24712,주화파,383,6525938-0-0
24713,요동,317,6525938-0-1
24714,프랑스의 인권선언 16조,147,6571290-0-0
24715,근대적 의미의 헌법,308,6571290-0-1
24716,입헌주의적 의미,291,6571290-0-2
24717,입헌정치,4,6571295-0-0
24718,근대적 의미의 헌법,308,6571295-0-1
24719,20세기 말,0,6571290-1-0
24720,고전 헌법,77,6571290-1-1
24721,선진 헌법,153,6571290-1-2
24722,선진 헌법,63,6571295-1-0
24723,국가의 의무,170,6571295-1-1
24724,인민,426,6571295-1-2
24725,흠정 헌법,15,6571290-2-0
24726,1889년,34,6571290-2-1
24727,협약 헌법,140,6571290-2-2
24728,흠정 헌법,15,6571295-2-0
24729,국민,74,6571295-2-1
24730,국약 헌법,187,6571295-2-2
24731,헌법,126,6571290-3-0
24732,위헌,296,6571290-3-1
24733,헌법,3,6571295-3-0
24734,국가의 기본 조직,130,6571295-3-1
